accession,accession_name,row,column,year,BBI_UTBM,BBI_TY,BBI_SFY,num_peds,num_no_fruit,num_berries,num_aborted_flower,num_aborted_berries,total_berry_weight,upright_length,secondary_growth,dry_wt_leaves,berry_length,berry_width,berry_weight,num_seeds,calyx_diam,calyx_lobe_form,calyx_lobe_size,berry_skin,rebud,chimera_LvW,chimera_eccentricity,chimera_solidity,chimera_tortuosity,chimera_umccLogX,chimera_umccLogY,ULvW,UMFM,TY,SFY,MFM,PFR,Tacy,Brix,TA,PAC
R4C35,CNJ04_21_35,4,35,2012,NA,NA,NA,4.2,1.5,1.5,1.1,0.1,3.346,4.06,1.4,0.0661,21.76,19.81,2.4001,19.7,3,1.2,1.9,2.2,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.098435133770823,2.2306666666666666,352.6,287.6,2.3499999999999996,16.3,26.5,8.05,2.325,1.505
R4C35,CNJ04_21_35,4,35,2014,NA,NA,NA,5,0.9,2.7,0.6,0.8,5.1599,2.9,NA,NA,18.84,16.83,2.2398,19.3,3.07,0.9,1.2,1.5,0.3,1.38836730000183,0.693693315909347,0.990330963846213,116,449.159373002845,440.841606836125,1.1194295900178255,1.9110740740740741,469.55,431,1.7999999999999998,8.1,44,8.15,2.41,1.21
R4C36,CNJ04_21_36,4,36,2011,0.006032274438974859,0.06796116504854365,0.13149492017416556,4,0.7,2,1.1,0.2,4.21,3.49,1.9,0.093,21.754,17.685,2.531,20.8,3.159,0.9,0.9,2.3,0.7,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.2300819903873341,2.105,313.5,292.35,2.7,7.25,23.5,7.7,2.465,1.795
R4C36,CNJ04_21_36,4,36,2012,NA,NA,NA,3.7,0.6,2,0.8,0.3,4.2611,3.84,1.85,0.0895,21.69,16.15,2.4192,16.1,2.9,1.6,1.1,2.5,1,1.45850790191825,0.727948122422741,0.989693466190005,97.5,453.318256086204,440.841606836125,1.3430340557275544,2.13055,273.6,224.39999999999998,2.5,16.35,39,8.15,2.705,NA
R4C36,CNJ04_21_36,4,36,2014,NA,NA,NA,3.7,0.2,2.3,0.3,0.9,4.1622,4.12,NA,NA,19.8,15.93,2.0386,19.7,3.18,1.1,0.9,1.8,0.3,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.2429378531073447,1.8096521739130438,347.35,334.9,2.2,3.75,33.5,7.6,2.795,1.48
R4C4,CNJ04_21_4,4,4,2011,0.11124246364818535,0.45914908336215837,0.5891268533772652,4.2,0.9,2.1,1,0.2,5.17,3.15,1,0.0639,21.965,18.911,3.126,22.9,2.99,1.5,1.9,1.5,0.8,1.35776113415368,0.676430386503091,0.990138899547234,112.204832764699,457.477139169564,449.159373002845,1.1614933107715086,2.4619047619047616,527.3,482.29999999999995,2.6500000000000004,8.65,26,9.11,2.145,1.4100000000000001
R4C4,CNJ04_21_4,4,4,2012,NA,NA,NA,4.5,0.6,1.7,1.7,0.5,4.1349,2.91,2.55714285714286,0.0796,19.84,17.05,2.4663,17.7777777777778,2.99,1.6,1.4,1.4,0.4,1.32964372604727,0.659070500101197,0.989847328244275,100.5,434.603282211086,440.148459655565,1.1636363636363636,2.432294117647059,195.45,124.7,2.65,34.7,43,9.45,2.215,1.3199999999999998
R4C4,CNJ04_21_4,4,4,2014,NA,NA,NA,5.2,0.6,2.2,1.3,1.1,4.385,3.17,NA,NA,18.16,16.76,2.2294,21.9,2.91,1.6,1.2,1.7,0.3,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.0835322195704056,1.993181818181818,263.5,232.5,2.2,9.9,41,8.35,2.135,1.385
R4C5,CNJ04_21_5,4,5,2011,0.36830943709372543,0.07084231280663945,0.14686040477426052,5.2,1,2.6,0.9,0.7,5.936,2.85,2.5,0.0649,23.22,17.853,2.634,20.1,3.168,0.3,0.8,1.1,0.9,1.61134196278989,0.784126732538189,0.990194208096455,90.9096655293983,492.827645378121,453.318256086204,1.3006217442446646,2.283076923076923,583.85,552.5,2.55,5.3,11,8.27,2.565,1.3050000000000002
R4C5,CNJ04_21_5,4,5,2012,NA,NA,NA,3.1,0.6,1.4,0.3,0.8,2.7404,3.34,3.13333333333333,0.0986,20.8,15.21,2.1454,9.55555555555556,2.93,1.1,1.5,1.7,0.3,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.3675213675213675,1.9574285714285717,506.6,411,2.4,17.049999999999997,29,9.15,2.505,1.5150000000000001
R4C5,CNJ04_21_5,4,5,2014,NA,NA,NA,5.27272727272727,0.818181818181818,2.63636363636364,0.545454545454545,1.27272727272727,5.171,3.33636363636364,2.85,NA,20.7727272727273,16.6272727272727,2.42136363636364,18.6363636363636,3.19090909090909,1.54545454545455,1.27272727272727,1.54545454545455,0.272727272727273,1.4559732478931,0.726822063327344,0.9895548465512,98,450.545667363964,438.069018113885,1.2493165664297465,1.9614137931034459,396.6,385.25,2.25,2.9,15.5,7.5,2.44,1.345
R4C6,CNJ04_21_6,4,6,2011,0.10307554726078,0.10617250491225688,0.20613314558397877,3.9,0.2,1.9,0.9,0.9,5.674,4.14,0.75,0.077,22.975,19.179,3.13222222222222,24.4444444444444,3.132,0.9,0.7,1,0.8,1.57741123800289,0.77337395897078,0.989704873026767,95,491.441351017001,455.397697627884,1.1979248135982066,2.9863157894736845,408.15,385.45000000000005,2.7,4.85,10.5,7.800000000000001,2.7649999999999997,1.2349999999999999
R4C6,CNJ04_21_6,4,6,2012,NA,NA,NA,4.6,0.7,2.3,1.1,0.5,4.6136,2.92,2.36666666666667,0.0574,20.55,17.18,2.5612,18.5,2.92,1.8,1.2,1.7,0.6,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.1961583236321305,2.005913043478261,329.8,253.7,2.45,22.45,17,8.149999999999999,2.635,1.155
R4C6,CNJ04_21_6,4,6,2014,NA,NA,NA,5.3,1.2,2.2,0.6,1.3,4.6888,4.06666666666667,NA,NA,20.01,17.03,2.3942,19.2,2.95,1.8,1.8,1.2,0.3,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325,1.1749853200234879,2.131272727272727,473.35,452.25,2.1,4.2,14.5,7.15,2.7350000000000003,1.13
R4C7,CNJ04_21_7,4,7,2011,0.03798050093556114,0.35770535885780147,0.5133115366651098,4.3,0.7,2.2,0.8,0.6,6.324,3.25,1.875,0.0817,24.372,19.207,3.185,21.4,3.099,0.5,0.6,1.7,0.9,1.53542137038732,0.75883148657284,0.988900371263444,117.5,495.600234100361,462.329169433484,1.2689123756963607,2.874545454545454,530.15,486,2.7,7.85,18.5,8.48,2.3499999999999996,1.5699999999999998
R4C7,CNJ04_21_7,4,7,2012,NA,NA,NA,4.6,NA,2,0.4,0.3,5.8612,3.5,3.18,0.099,22.37,17.74,3.0481,17,3.37,1.6,1.4,1.4,0.4,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206,1.2609921082299889,2.9306,250.79999999999998,156.3,2.5999999999999996,31.349999999999998,36,9,2.48,1.56
R4C7,CNJ04_21_7,4,7,2014,NA,NA,NA,5.7,0.5,2.4,0.3,NA,5.3367000000000004,3.38888888888889,NA,NA,20.03,17.74,2.5293,19.6,3.11,1.2,1.6,1.4,0.5,1.40530772782255,0.702597064575,0.989661223866931,99,440.841606836125,434.603282211086,1.129086809470124,2.223625,376.45,350.5,2.3,5.75,32.5,8.15,2.365,1.4
R4C8,CNJ04_21_8,4,8,2011,0.15882897966481896,0.27824429447220644,0.46384988846608055,4.5,0.9,2.2,0.8,0.6,7.129,2.97,1.53333333333333,0.1031,NA,18.874,3.522,24.8,2.984,0.9,0.8,1.2,0.8,1.76730303803404,0.824519240961767,0.987164881901724,111,503.22485308652,453.318256086204,1.4949666207481194,3.240454545454545,620.3,557.8,3.05,9.6,9.5,7.8100000000000005,2.675,1.355
R4C8,CNJ04_21_8,4,8,2012,NA,NA,NA,3.77777777777778,0.888888888888889,1.55555555555556,0.333333333333333,1,5.1748,3.43,1.675,0.1112,27.5,17.93,3.6505,22,3.24,1.4,1.7,1.1,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,NA,3.3266571428571337,350.25,204.3,2.7,42.95,23.5,8.55,2.9050000000000002,1.345
R4C8,CNJ04_21_8,4,8,2014,NA,NA,NA,3.4,1.2,1.3,0.1,0.8,5.1091,3.193,NA,NA,25.6,16.81,2.853,25.6,2.98,0.7,1.4,1,0.2,1.64596057182576,0.794282989358989,0.989070202927351,107,485.203026391962,444.307342738925,1.522903033908388,NA,452.3,425.75,2.65,5.75,26.5,7.699999999999999,2.665,1.295
R4C9,CNJ04_21_9,4,9,2011,0.06821347637165015,0.6403207331042382,0.7167902899527984,NA,0.3,1,0.5,0,2.569,4.08,2.04285714285714,0.0597,22.094,17.347,2.569,7.3,3.223,0.222222222222222,2,2.1,1,1.70155431520976,0.80908040869097,NA,128.204832764699,502.53170590596,458.863433530684,1.2736496224130973,2.569,71.6,63.650000000000006,2.4000000000000004,12,7.5,8.47,2.3449999999999998,NA
R4C9,CNJ04_21_9,4,9,2012,NA,NA,NA,NA,0.2,1.2,0.1,0,2.2409,4.64,2.08,0.0972,20.1666666666667,16.0222222222222,2.0843,9.55555555555556,3.12,0.8,1.9,2.4,0.5,1.5643919081068,0.76901892440477,0.99058769513315,93.2048327646991,487.975615114202,455.397697627884,1.258668515950073,1.8674166666666667,15.7,10.5,2.1,24.15,18.5,10.25,2.48,1.635
R4C9,CNJ04_21_9,4,9,2014,NA,NA,NA,3.4,0.4,2.5,0,0.5,4.5585,3.77,NA,NA,19.4,16.56,2.1844,9.3,3.33,0.1,1.9,2,0.2,1.58907675194861,0.777165530746256,0.990149287923332,100.204832764699,494.213939739241,459.556580711244,1.171497584541063,1.8234000000000001,103.05000000000001,99.3,1.9,4.6,14,9.5,2.3449999999999998,1.755
R6C29,Mullica_Queen,6,29,2012,NA,NA,NA,3.6,0,2.1,0.8,0.7,4.8449,2.85,1.075,0.071,23.51,16.93,2.761,17.1,3.14,1.5,1.3,1.9,0.8,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.3886591848789134,2.307095238095238,NA,NA,NA,NA,NA,NA,NA,NA
R6C28,Stevens,6,28,2012,NA,NA,NA,4.11111111111111,0.444444444444444,2.22222222222222,0.333333333333333,1.11111111111111,5.9512,3.05,1.55,0.0763,21.15,17.4,2.7429,16.9,2.73,0.9,1.5,2,0.9,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206,1.2155172413793103,2.6780400000000024,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stevens,NA,41,2011,NA,0.041653446947377895,0.09871737604492377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.55,430.45000000000005,2.85,24.95,15.5,8.899999999999999,2.575,NA
NA,Stevens,NA,41,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.6,353.1,2.55,31.25,20.5,9.35,2.79,NA
NA,Stevens,NA,41,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
