year,accession_name,accession,row,column,berry_length,berry_width,berry_weight,num_seeds,num_peds,num_berries,total_berry_weight,upright_length,secondary_growth,dry_wt_leaves,ULvW,UMFW,TY_September,TY_October,SFY_September,SFY_October,MFW_September,MFW_October,PFR_September,PFR_October,Tacy_September,Tacy_October,Brix_September,Brix_October,TA_September,TA_October,PAC_September,PAC_October
2014,CNJ04_21_18,R4C18,4,18,19.05,16.2,2.1915,19.2,4.7,2.6,5.2207,3.94444444444444,NA,NA,1.175925925925926,2.0079615384615384,608.6,651,576.4,602.4,2.1,2.3,4.7,7.5,12,34,7,10.8,2.65,2.72,1.49,1.28
2014,CNJ04_21_19,R4C19,4,19,20.13,17.01,2.3493,23.5,4.5,2,4.2258,2.55,0.5,NA,1.1834215167548499,2.1129,366.8,392.4,361.2,331,1.9,1.9,1.5,15.4,15,46,7,8.1,2.51,2.47,1.17,1.23
2014,CNJ04_21_2,R4C2,4,2,18.41,16.53,1.9996,15.3,4.66666666666667,2.33333333333333,4.3583,3.36,NA,NA,1.1137326073805203,1.8678428571428598,316.1,443.6,162.5,230.5,1.8,2.2,48.3,48,16,27,7.7,7.7,2.08,2.47,1.19,1.32
2014,CNJ04_21_20,R4C20,4,20,17.51,16.56,2.102,17.9,5.3,2.5,4.534,3.62,1.8,NA,1.0573671497584543,1.8135999999999999,116.6,142.5,108.9,125.5,1.7,1.9,6.3,11.9,19,50,7.3,9.2,2.47,2.61,1.92,1.97
2014,CNJ04_21_21,R4C21,4,21,18.27,15.64,1.9194,18.5,4.5,3.5,5.5053,3.25,1.3,NA,1.168158567774936,1.5729428571428572,420.7,317,406.2,276,1.6,2,3.4,12.9,14,43,7.7,8.6,2.44,2.69,1.31,1.4
2014,CNJ04_21_22,R4C22,4,22,21.83,16.98,2.4625,18.6,4.5,2.8,5.8859,4.09,NA,NA,1.285630153121319,2.102107142857143,322.7,411.1,295.5,374.3,2.3,2.5,7.8,9,28,38,7.3,8.4,2.5,2.66,1.54,1.64
2014,CNJ04_21_23,R4C23,4,23,19.96,16.33,2.0089,14.3,5.2,2.7,4.65,3.175,2.2,NA,1.222290263319045,1.7222222222222223,444.1,321.1,428.7,320,1.7,1.7,3.3,0.3,8,55,7.3,8.8,2.54,2.45,1.46,1.41
2014,CNJ04_21_24,R4C24,4,24,18.98,16.88,2.188,16.4,4.5,2.8,5.065,3.035,NA,NA,1.1244075829383888,1.8089285714285717,257.8,106.8,253.7,103.1,2.1,2.1,1.5,3.5,9,31,6.6,7.9,2.82,2.48,1.54,1.29
2014,CNJ04_21_25,R4C25,4,25,19.27,18.26,2.577,21.2,4.1,2.6,5.677,3.66,0.5,NA,1.055312157721796,2.1834615384615383,416.5,454.1,399.3,431.9,2.1,2.3,4,4.9,8,28,6.8,7.9,2.52,2.38,0.87,1.1
2014,CNJ04_21_26,R4C26,4,26,18.13,15.83,2.145,18.5,3.9,2.2,4.6404,3.44,0.6,NA,1.1452937460518002,2.1092727272727267,179,391.3,171.9,360.1,2,2.4,3.5,8,9,20,8.1,7.9,2.25,2.44,0.86,1.04
2014,CNJ04_21_27,R4C27,4,27,19.68,17.74,2.49,25.2,4.7,2.7,5.551,3.18888888888889,NA,NA,1.109357384441939,2.055925925925926,284.4,376.1,271.3,362.5,1.8,2.1,4.2,3.6,10,33,7,7.5,2.39,2.38,1.16,1.03
2014,CNJ04_21_28,R4C28,4,28,17.94,16.38,1.9392,16.8,4.44444444444444,2.66666666666667,4.3648,2.86,NA,NA,1.0952380952380953,1.6367999999999978,409.1,332.6,400.3,285.4,1.8,1.7,2.1,14.2,16,36,7.9,8.1,2.44,2.26,1.66,1.52
2014,CNJ04_21_29,R4C29,4,29,16.88,16.62,2.0675,11,4.88888888888889,2.44444444444444,4.6119,3.82,1.95,NA,1.0156438026474126,1.886686363636367,393.1,474.4,386.4,449.2,1.9,2.1,1.6,5.3,9,31,7,7.9,2.33,2.56,1.41,1.33
2014,CNJ04_21_3,R4C3,4,3,21.62,16.14,2.2261,24.6,4.66666666666667,2,4.1333,3.838,NA,NA,1.339529120198265,2.06665,275.4,234.6,188.4,169.5,1.8,2.1,31.3,27.7,26,42,7.5,7.7,2.21,2.31,1.46,1.28
2014,CNJ04_21_30,R4C30,4,30,18.86,16.58,2.0895,24,5.7,2.4,4.4015,3.2,1.95,NA,1.1375150784077201,1.8339583333333336,277.1,519.9,267.6,509.3,1.7,1.8,3.3,2,12,49,7.9,8.6,2.51,2.23,1.13,1.27
2014,CNJ04_21_31,R4C31,4,31,21.26,17.99,2.8046,26.7,4.2,2.4,5.7269,3.2375,NA,NA,1.181767648693719,2.3862083333333333,457.2,351.4,449.4,330.8,2.4,2.7,1.6,5.9,10,27,7.7,7.7,2.83,2.94,1.66,1.15
2014,CNJ04_21_32,R4C32,4,32,20.33,19.08,2.95,24.5,6.1,3.1,7.7255,3.2,NA,NA,1.0655136268343817,2.4920967741935485,356.5,216.8,339.6,196.4,2.6,2.5,4.7,9.4,12,48,7,8.8,2.72,2.75,1.62,1.6
2014,CNJ04_21_33,R4C33,4,33,20.08,16.95,2.274,18.8,4,1.875,4.18555555555556,3.64444444444444,0.7,NA,1.1846607669616518,2.2322962962962984,372,282.1,361.1,263.7,1.9,2.1,2.9,6.5,12,35,7.3,8.1,2.51,2.53,1.21,1.22
2014,CNJ04_21_34,R4C34,4,34,19.43,17.07,2.319,18.9,4.3,2.9,5.779,2.18,NA,NA,1.1382542472173403,1.9927586206896553,425,463.8,410.9,451.7,2,2,3.3,2.6,13,49,7.3,9.2,2.1,2.19,1.31,1.21
2014,CNJ04_21_35,R4C35,4,35,18.84,16.83,2.2398,19.3,5,2.7,5.1599,2.9,NA,NA,1.1194295900178255,1.9110740740740741,484.3,454.8,446.5,415.5,1.9,1.7,7.6,8.6,28,60,7.5,8.8,2.51,2.31,0.91,1.51
2014,CNJ04_21_36,R4C36,4,36,19.8,15.93,2.0386,19.7,3.7,2.3,4.1622,4.12,NA,NA,1.2429378531073447,1.8096521739130438,477.9,216.8,462.1,207.7,2.2,2.2,3.3,4.2,20,47,7.5,7.7,2.64,2.95,1.36,1.6
2014,CNJ04_21_4,R4C4,4,4,18.16,16.76,2.2294,21.9,5.2,2.2,4.385,3.17,NA,NA,1.0835322195704056,1.993181818181818,191.1,335.9,184.6,280.4,2,2.4,3.3,16.5,22,60,7.5,9.2,2.14,2.13,1.27,1.5
2014,CNJ04_21_5,R4C5,4,5,20.7727272727273,16.6272727272727,2.42136363636364,18.6363636363636,5.27272727272727,2.63636363636364,5.171,3.33636363636364,2.85,NA,1.2493165664297465,1.9614137931034459,425.9,367.3,415.9,354.6,2.2,2.3,2.3,3.5,7,24,7.3,7.7,2.4,2.48,1.4,1.29
2014,CNJ04_21_6,R4C6,4,6,20.01,17.03,2.3942,19.2,5.3,2.2,4.6888,4.06666666666667,NA,NA,1.1749853200234879,2.131272727272727,402,544.7,378.3,526.2,2,2.2,5,3.4,8,21,6.8,7.5,2.81,2.66,1.19,1.07
2014,CNJ04_21_7,R4C7,4,7,20.03,17.74,2.5293,19.6,5.7,2.4,5.3367000000000004,3.38888888888889,NA,NA,1.129086809470124,2.223625,287.9,465,284.9,416.1,2.2,2.4,1,10.5,23,42,8.4,7.9,2.47,2.26,1.38,1.42
2014,CNJ04_21_8,R4C8,4,8,25.6,16.81,2.853,25.6,3.4,1.3,5.1091,3.193,NA,NA,1.522903033908388,3.9300769230769226,465.5,439.1,441.6,409.9,2.4,2.9,4.9,6.6,6,47,6.8,8.6,2.84,2.49,1.43,1.16
2014,CNJ04_21_9,R4C9,4,9,19.4,16.56,2.1844,9.3,3.4,2.5,4.5585,3.77,NA,NA,1.171497584541063,1.8234000000000001,131.4,74.7,130,68.6,1.8,2,1,8.2,9,19,9.5,9.5,2.31,2.38,1.61,1.9
2011,Stevens,NA,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.6,579.5,507.1,353.8,3.2,2.5,11,38.9,12,19,8.1,9.7,2.46,2.69,NA,NA
2012,Stevens,NA,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.6,537.6,402.7,303.5,2.4,2.7,20.6,41.9,10,31,8.6,10.1,2.69,2.89,NA,1.36
2013,Stevens,NA,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
